DATABASE_ID,DRUGBANK_ID,DRUG_GROUPS,GENERIC_NAME,SMILES
DB11366,DB11366,investigational,Roquinimex,CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1
DB11367,DB11367,withdrawn,Cefroxadine,[H][C@]12SCC(OC)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O
DB11368,DB11368,experimental,Chlorophetanol,OCCOC1=CC=C(Cl)C=C1
DB11369,DB11369,experimental; vet_approved,Afoxolaner,FC(F)(F)CNC(=O)CNC(=O)C1=C2C=CC=CC2=C(C=C1)C1=NOC(C1)(C1=CC(=CC(Cl)=C1)C(F)(F)F)C(F)(F)F
DB11371,DB11371,vet_approved,Alfaxalone,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C(=O)C[C@]12C)C(C)=O
DB11372,DB11372,vet_approved,Altrenogest,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB11376,DB11376,investigational; vet_approved,Azaperone,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1
DB11378,DB11378,experimental; vet_approved,Buquinolate,CCOC(=O)C1=CNC2=CC(OCC(C)C)=C(OCC(C)C)C=C2C1=O
DB11379,DB11379,experimental; vet_approved,Butonate,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
DB11380,DB11380,experimental; vet_approved,Cambendazole,CC(C)OC(=O)NC1=CC2=C(NC(=N2)C2=CSC=N2)C=C1
DB11385,DB11385,experimental; vet_approved,Cefalonium,[H][C@]12SCC(C[N+]3=CC=C(C=C3)C(N)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C([O-])=O
DB11386,DB11386,approved; investigational; vet_approved,Chlorobutanol,CC(C)(O)C(Cl)(Cl)Cl
DB11387,DB11387,approved; vet_approved; withdrawn,Chloroform,ClC(Cl)Cl
DB11389,DB11389,vet_approved,Clorsulon,NC1=C(C=C(C(=C1)C(Cl)=C(Cl)Cl)S(N)(=O)=O)S(N)(=O)=O
DB11390,DB11390,vet_approved,Coumaphos,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2
DB11392,DB11392,vet_approved,Cythioate,COP(=S)(OC)OC1=CC=C(C=C1)S(N)(=O)=O
DB11393,DB11393,experimental; vet_approved,Danofloxacin,[H][C@]12CN(C3=C(F)C=C4C(=O)C(=CN(C5CC5)C4=C3)C(O)=O)[C@]([H])(CN1C)C2
DB11394,DB11394,experimental; vet_approved,Decoquinate,CCCCCCCCCCOC1=C(OCC)C=C2NC=C(C(=O)OCC)C(=O)C2=C1
DB11395,DB11395,vet_approved,Deracoxib,COC1=C(F)C=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)F
DB11396,DB11396,experimental; vet_approved,Dichlorophen,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O
DB11397,DB11397,vet_approved,Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl
DB11398,DB11398,investigational; vet_approved,Diclazuril,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O
DB11399,DB11399,investigational; vet_approved,Dirlotapide,CN(CC1=CC=CC=C1)C(=O)[C@@H](NC(=O)C1=CC2=C(C=CC(NC(=O)C3=CC=CC=C3C3=CC=C(C=C3)C(F)(F)F)=C2)N1C)C1=CC=CC=C1
DB11404,DB11404,vet_approved,Enrofloxacin,CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
DB11408,DB11408,vet_approved,Famphur,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N(C)C
DB11409,DB11409,experimental; vet_approved,Febantel,COCC(=O)NC1=C(C=CC(SC2=CC=CC=C2)=C1)N=C(NC(=O)OC)NC(=O)OC
DB11410,DB11410,vet_approved,Fenbendazole,COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=CC=C1)=C2
DB11412,DB11412,vet_approved,Fenthion,COP(=S)(OC)OC1=CC=C(SC)C(C)=C1
DB11413,DB11413,experimental; vet_approved,Florfenicol,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl
DB11414,DB11414,experimental; vet_approved,Fluralaner,CC1=CC(=CC=C1C(=O)NCC(=O)NCC(F)(F)F)C1=NOC(C1)(C1=CC(Cl)=CC(Cl)=C1)C(F)(F)F
DB11419,DB11419,vet_approved,Haloxon,CC1=C(Cl)C(=O)OC2=C1C=CC(OP(=O)(OCCCl)OCCCl)=C2
DB11421,DB11421,vet_approved,Imidacloprid,[O-][N+](=O)\N=C1/NCCN1CC1=CC=C(Cl)N=C1
DB11423,DB11423,vet_approved,Lasalocid,[H][C@@](C)(CCC1=C(C(O)=O)C(O)=C(C)C=C1)[C@]([H])(O)[C@]([H])(C)C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@](CC)(C[C@]1([H])C)[C@@]1([H])CC[C@](O)(CC)[C@]([H])(C)O1
DB11424,DB11424,experimental; vet_approved,Lufenuron,FC(C(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(Cl)=C1
DB11425,DB11425,experimental; vet_approved,Luprostiol,O[C@H](COC1=CC(Cl)=CC=C1)CS[C@@H]1[C@@H](O)C[C@@H](O)[C@H]1C\C=C/CCCC(O)=O
DB11426,DB11426,vet_approved,Marbofloxacin,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3N(C)COC1=C23)C(O)=O
DB11427,DB11427,vet_approved,Maropitant,[H][C@]1(NCC2=CC(=CC=C2OC)C(C)(C)C)C2CCN(CC2)[C@@]1([H])C(C1=CC=CC=C1)C1=CC=CC=C1
DB11428,DB11428,experimental; vet_approved,Medetomidine,CC(C1=CN=CN1)C1=CC=CC(C)=C1C
DB11429,DB11429,vet_approved,Mibolerone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H]
DB11430,DB11430,experimental; vet_approved,Monensin,[H][C@@]1(C[C@H](C)[C@@]([H])(O1)[C@]1(CC)CC[C@@]([H])(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@]([H])(O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)[C@@]1([H])O[C@@](O)(CO)[C@H](C)C[C@@H]1C
DB11431,DB11431,approved; investigational; vet_approved,Moxidectin,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O
DB11433,DB11433,vet_approved,Nequinate,CCCCC1=CC2=C(NC=C(C(=O)OC)C2=O)C=C1OCC1=CC=CC=C1
DB11436,DB11436,experimental; vet_approved,Nifurpirinol,[H]\C(=C(\[H])C1=NC(CO)=CC=C1)C1=CC=C(O1)[N+]([O-])=O
DB11438,DB11438,experimental; vet_approved,Nitenpyram,[H]C(=C(NC)N(CC)CC1=CN=C(Cl)C=C1)N(=O)=O
DB11440,DB11440,vet_approved,Norgestomet,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)C[C@H](C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB11441,DB11441,investigational; vet_approved,Oclacitinib,CNS(=O)(=O)CC1CCC(CC1)N(C)C1=NC=NC2=C1C=CN2
DB11442,DB11442,vet_approved,Oleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O
DB11443,DB11443,vet_approved,Orbifloxacin,[H][C@]1(C)CN(C[C@@]([H])(C)N1)C1=C(F)C(F)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
DB11446,DB11446,investigational; vet_approved,Oxfendazole,COC(=O)NC1=NC2=CC(=CC=C2N1)S(=O)C1=CC=CC=C1
DB11447,DB11447,experimental; vet_approved,Phenothiazine,N1C2=CC=CC=C2SC2=CC=CC=C12
DB11448,DB11448,vet_approved,Phosmet,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
DB11449,DB11449,experimental; vet_approved,Phthalofyne,CCC(C)(OC(=O)C1=CC=CC=C1C(O)=O)C#C
DB11450,DB11450,vet_approved,Pimobendan,COC1=CC=C(C=C1)C1=NC2=CC(=CC=C2N1)C1=NNC(=O)CC1C
DB11452,DB11452,vet_approved,Ponazuril,CN1C(=O)NC(=O)N(C1=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C(F)(F)F)C(C)=C1
DB11453,DB11453,vet_approved,Pradofloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O
DB11455,DB11455,experimental; vet_approved,Robenacoxib,CCC1=CC(CC(O)=O)=C(NC2=C(F)C(F)=CC(F)=C2F)C=C1
DB11456,DB11456,experimental; vet_approved,Ronnel,COP(=S)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl
DB11457,DB11457,vet_approved,Rotenone,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C
DB11460,DB11460,approved; vet_approved,Squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
DB11461,DB11461,vet_approved,Sulfachlorpyridazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1
DB11462,DB11462,vet_approved,Sulfaethoxypyridazine,CCOC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
DB11463,DB11463,vet_approved,Sulfanitran,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O
DB11464,DB11464,vet_approved,Sulfaquinoxaline,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=C(C=CC=C2)N=C1
DB11466,DB11466,vet_approved,Tepoxalin,COC1=CC=C(C=C1)N1N=C(CCC(=O)N(C)O)C=C1C1=CC=C(Cl)C=C1
DB11468,DB11468,vet_approved,Tiamulin,[H][C@@]12C(=O)CC[C@]11CC[C@@]([H])(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CSCCN(CC)CC
DB11472,DB11472,vet_approved,Tioxidazole,CCCOC1=CC=C2N=C(NC(=O)OC)SC2=C1
DB11473,DB11473,vet_approved,Metrifonate,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
DB11477,DB11477,vet_approved,Xylazine,CC1=CC=CC(C)=C1NC1=NCCCS1
DB11478,DB11478,experimental; vet_approved,Zeranol,C[C@H]1CCC[C@H](O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1
DB11479,DB11479,vet_approved,Zilpaterol,CC(C)N[C@@H]1CCN2C(=O)NC3=CC=CC([C@H]1O)=C23
DB11480,DB11480,experimental; vet_approved,Zoalene,CC1=C(C=C(C=C1C(N)=O)[N+]([O-])=O)[N+]([O-])=O
DB11481,DB11481,investigational; vet_approved,Atipamezole,CCC1(CC2=CC=CC=C2C1)C1=CN=CN1
DB11485,DB11485,vet_approved,Ceftiofur,[H][C@]12SCC(CSC(=O)C3=CC=CO3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DB11487,DB11487,vet_approved,Dexamethasone isonicotinate,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C3=CC=NC=C3)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB11490,DB11490,experimental; vet_approved,Nalorphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB11491,DB11491,vet_approved; withdrawn,Sarafloxacin,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
DB11495,DB11495,vet_approved,(S)-methoprene,[H]\C(C[C@@]([H])(C)CCCC(C)(C)OC)=C(\[H])/C(/C)=C(\[H])C(=O)OC(C)C
DB11496,DB11496,approved; experimental; vet_approved,2-mercaptobenzothiazole,S=C1NC2=C(S1)C=CC=C2
DB11497,DB11497,experimental; vet_approved,Sulfotep,CCOP(=S)(OCC)OP(=S)(OCC)OCC
DB11501,DB11501,vet_approved,Bunamidine,CCCCCCOC1=C2C=CC=CC2=C(C=C1)C(=N)N(CCCC)CCCC
DB11502,DB11502,approved; vet_approved,Butacaine,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1
DB11504,DB11504,experimental; vet_approved,Caramiphen,CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1
DB11505,DB11505,experimental; vet_approved,Cefovecin,[H][C@]12SCC([C@@H]3CCCO3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DB11507,DB11507,vet_approved,Cloprostenol,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)COC1=CC=CC(Cl)=C1
DB11511,DB11511,vet_approved,Difloxacin,CN1CCN(CC1)C1=C(F)C=C2C(=C1)N(C=C(C(O)=O)C2=O)C1=CC=C(F)C=C1
DB11512,DB11512,approved; investigational; vet_approved; withdrawn,Dihydrostreptomycin,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)CO
DB11513,DB11513,vet_approved,Diperodon,[H]N(C(=O)OCC(CN1CCCCC1)OC(=O)N([H])C1=CC=CC=C1)C1=CC=CC=C1
DB11516,DB11516,vet_approved; withdrawn,Dithiazanine,[H]C(C([H])=C([H])C1=[N+](CC)C2=CC=CC=C2S1)=C([H])C([H])=C1SC2=C(C=CC=C2)N1CC
DB11517,DB11517,experimental; vet_approved,Etymemazine,CCC1=CC2=C(SC3=CC=CC=C3N2CC(C)CN(C)C)C=C1
DB11518,DB11518,vet_approved,Flunixin,CC1=C(C=CC=C1NC1=C(C=CC=N1)C(O)=O)C(F)(F)F
DB11519,DB11519,vet_approved,Fluprostenol,O[C@@H](COC1=CC=CC(=C1)C(F)(F)F)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
DB11520,DB11520,vet_approved,Hygromycin B,[H][C@@]12OC3(O[C@]1([H])[C@H](O[C@]1([H])[C@@H](O)[C@H](N)C[C@H](NC)[C@H]1O)O[C@H](CO)[C@@H]2O)O[C@]([H])([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]3O
DB11521,DB11521,vet_approved,Imidocarb,O=C(NC1=CC=CC(=C1)C1=NCCN1)NC1=CC=CC(=C1)C1=NCCN1
DB11522,DB11522,vet_approved,Isoflupredone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB11526,DB11526,investigational; vet_approved,Masitinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC(=CS3)C3=CN=CC=C3)=C2)CC1
DB11529,DB11529,vet_approved,Melengestrol,[H][C@@]12CC(=C)[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
DB11530,DB11530,vet_approved,Metoserpate,[H][C@]12C[C@H](OC)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
DB11534,DB11534,vet_approved,Butyl chloride,CCCCCl
DB11537,DB11537,vet_approved,Pirlimycin,[H][C@@](NC(=O)[C@@H]1C[C@H](CC)CCN1)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
DB11540,DB11540,experimental; vet_approved,Propiopromazine,CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN(C)C)C2=C1
DB11541,DB11541,vet_approved,Ractopamine,CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1
DB11542,DB11542,experimental; vet_approved,Robenidine,ClC1=CC=C(\C=N\NC(=N)N\N=C\C2=CC=C(Cl)C=C2)C=C1
DB11543,DB11543,vet_approved,Romifidine,FC1=CC=CC(Br)=C1NC1=NCCN1
DB11547,DB11547,vet_approved,Sulfabromomethazine,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=C1Br
DB11549,DB11549,vet_approved,Tiletamine,CCNC1(CCCCC1=O)C1=CC=CS1
DB11551,DB11551,vet_approved,Trenbolone,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB11552,DB11552,vet_approved,Tricaine,CCOC(=O)C1=CC(N)=CC=C1
DB11555,DB11555,vet_approved,Zolazepam,CN1N=C(C)C2=C1N(C)C(=O)CN=C2C1=CC=CC=C1F
DB11556,DB11556,vet_approved,Detomidine,CC1=C(C)C(CC2=CN=CN2)=CC=C1
DB11558,DB11558,vet_approved,Toluene,CC1=CC=CC=C1
DB11560,DB11560,approved; investigational,Lesinurad,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2
DB11561,DB11561,experimental,Aminacrine,NC1=C2C=CC=CC2=NC2=C1C=CC=C2
DB11562,DB11562,experimental,Bicuculline,[H][C@]1(OC(=O)C2=C1C=CC1=C2OCO1)[C@@]1([H])N(C)CCC2=CC3=C(OCO3)C=C12
DB11570,DB11570,approved,Padimate O,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
DB11577,DB11577,approved; investigational,Indigotindisulfonic acid,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1
DB11582,DB11582,experimental,Thiocolchicoside,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C3C2=C1OC
DB11584,DB11584,approved,Pipradrol,[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB11585,DB11585,approved,Drometrizole trisiloxane,CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
DB11587,DB11587,approved,Etafedrine,CCN(C)[C@@H](C)[C@H](O)C1=CC=CC=C1
DB11588,DB11588,approved; investigational,Carbon monoxide,[C-]#[O+]
DB11591,DB11591,approved; investigational,Bilastine,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1
DB11592,DB11592,experimental,Nitrocefin,[H][C@]12SCC(\C=C\C3=CC=C(C=C3[N+]([O-])=O)[N+]([O-])=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O
DB11593,DB11593,experimental,Isatoic anhydride,O=C1NC2=CC=CC=C2C(=O)O1
DB11594,DB11594,approved; experimental,Domiphen,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1
DB11596,DB11596,approved; investigational,Levoleucovorin,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
DB11609,DB11609,approved; illicit,Normethadone,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB11610,DB11610,approved,Oxilofrine,[H][C@@](C)(NC)[C@]([H])(O)C1=CC=C(O)C=C1
DB11611,DB11611,approved,Lifitegrast,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1
DB11614,DB11614,approved,Rupatadine,CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1
DB11616,DB11616,investigational,Pirarubicin,[H][C@]1(N)C[C@]([H])(O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O[C@]1([H])CCCCO1
DB11618,DB11618,experimental,Zorubicin,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1OC)C3=O)C(C)=NNC(=O)C1=CC=CC=C1)O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
DB11619,DB11619,approved,Gestrinone,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB11620,DB11620,experimental; investigational,Neridronic Acid,NCCCCCC(O)(P(O)(O)=O)P(O)(O)=O
DB11622,DB11622,approved; investigational,Dehydrocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O
DB11625,DB11625,investigational; withdrawn,Perflenapent,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DB11629,DB11629,approved; investigational; withdrawn,Laropiprant,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1
DB11632,DB11632,approved; investigational,Opicapone,CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl
DB11633,DB11633,approved; investigational,Isavuconazole,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1
DB11636,DB11636,approved,Nomegestrol,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
DB11637,DB11637,approved; investigational,Delamanid,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O
DB11638,DB11638,approved; experimental; investigational,Artenimol,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
DB11640,DB11640,approved; investigational,Amifampridine,NC1=CC=NC=C1N
DB11642,DB11642,approved; investigational,Pitolisant,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
DB11644,DB11644,approved; investigational,Tafamidis,OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1
DB11645,DB11645,investigational,PF-4191834,CN1N=CC=C1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1
DB11648,DB11648,investigational,Afuresertib,CN1N=CC(Cl)=C1C1=C(Cl)SC(=C1)C(=O)N[C@H](CN)CC1=CC=CC(F)=C1
DB11649,DB11649,investigational,Lersivirine,CCC1=NN(CCO)C(CC)=C1OC1=CC(=CC(=C1)C#N)C#N
DB11650,DB11650,investigational,HT-0712,COC1=CC=C(C=C1OC1CCCC1)[C@H]1CNC(=O)[C@H](CC2=CC(C)=CC=C2)C1
DB11651,DB11651,investigational,Dactolisib,CN1C(=O)N(C2=C1C=NC1=CC=C(C=C21)C1=CN=C2C=CC=CC2=C1)C1=CC=C(C=C1)C(C)(C)C#N
DB11652,DB11652,approved; investigational,Tucatinib,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1
DB11654,DB11654,investigational,T-2000,COCN1C(=O)N(COC)C(=O)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
DB11656,DB11656,approved; investigational,Rebamipide,OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1
DB11658,DB11658,investigational,QAV-680,CC1=C(CC(O)=O)C2=CC=CN=C2N1CC1=CC=C(C=C1)S(C)(=O)=O
DB11662,DB11662,investigational,Rabusertib,CC1=NC=C(NC(=O)NC2=C(OC[C@@H]3CNCCO3)C=C(C)C(Br)=C2)N=C1
DB11663,DB11663,investigational,Pictilisib,CS(=O)(=O)N1CCN(CC2=CC3=C(S2)C(=NC(=N3)C2=C3C=NNC3=CC=C2)N2CCOCC2)CC1
DB11664,DB11664,investigational,Psilocybin,CN(C)CCC1=CNC2=C1C(OP(O)(O)=O)=CC=C2
DB11665,DB11665,investigational,BMS-690514,COC1=CC=CC(NC2=NC=NN3C=CC(CN4CC[C@@H](N)[C@H](O)C4)=C23)=C1
DB11666,DB11666,investigational,Buparlisib,NC1=CC(=C(C=N1)C1=NC(=NC(=C1)N1CCOCC1)N1CCOCC1)C(F)(F)F
DB11667,DB11667,investigational,Radgocitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1C#N
DB11670,DB11670,investigational,SP-8203,CC(=O)N(CCCCNCCCN1C(=O)NC2=CC=CC=C2C1=O)CCCN1C(=O)NC2=CC=CC=C2C1=O
DB11671,DB11671,investigational,AZD-4877,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1
DB11672,DB11672,approved; investigational,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
DB11673,DB11673,investigational,Pyridoxamine,CC1=C(O)C(CN)=C(CO)C=N1
DB11674,DB11674,investigational,Equol,OC1=CC=C(C=C1)[C@H]1COC2=C(C1)C=CC(O)=C2
DB11675,DB11675,investigational,Mosapride,CCOC1=CC(N)=C(Cl)C=C1C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1
DB11676,DB11676,investigational,Galidesivir,[H][C@]1(N[C@H](CO)[C@@H](O)[C@H]1O)C1=CNC2=C1N=CN=C2N
DB11678,DB11678,approved; investigational,Treosulfan,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O
DB11679,DB11679,approved; investigational,Fruquintinib,CNC(=O)C1=C(C)OC2=CC(OC3=NC=NC4=CC(OC)=C(OC)C=C34)=CC=C12
DB11681,DB11681,investigational,Tofimilast,CCC1=NN(C2CCCC2)C2=C1CCN1C(=NN=C21)C1=CC=CS1
DB11682,DB11682,approved; investigational,Daprodustat,OC(=O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O
DB11683,DB11683,investigational,PF-06282999,COC1=CC=C(Cl)C=C1C1=CC(=O)NC(=S)N1CC(N)=O
DB11684,DB11684,investigational,Eprenetapopt,COCC1(CO)N2CCC(CC2)C1=O
